base,strand,left,right,n,m,count,probability,logProbabilityDb
A,0,C,G,28,21,400,0.0231283,-16.3586
A,0,C,G,28,22,872,0.0495542,-13.0492
A,0,C,G,28,23,1652,0.0931509,-10.3081
A,0,C,G,28,24,2381,0.134075,-8.7265
A,0,C,G,28,25,2770,0.156291,-8.0607
A,0,C,G,28,26,2671,0.150756,-8.2173
A,0,C,G,28,27,2063,0.117241,-9.3092
A,0,C,G,28,28,1400,0.0800816,-10.9647
A,0,C,G,28,29,901,0.0518786,-12.8501
A,0,C,G,28,30,560,0.0324749,-14.8845
A,0,C,G,28,31,358,0.0210694,-16.7635
A,0,C,G,28,32,196,0.0118898,-19.2482
A,0,C,G,28,33,121,0.00763709,-21.1707
A,0,C,G,28,34,73,0.00490352,-23.0949
A,0,C,G,28,35,39,0.00301631,-25.2052
A,0,C,G,28,36,29,0.00245006,-26.1082
A,0,C,G,28,37,13,0.00155528,-28.0819
A,0,C,G,28,38,8,0.00126961,-28.9633
A,0,C,G,28,39,5,0.00109855,-29.5918
A,0,C,G,28,40,2,0.000937672,-30.2795
A,0,C,G,28,41,2,0.000932581,-30.3031
A,0,C,G,28,42,0,0.000819672,-30.8636
A,0,C,G,28,43,1,0.00087443,-30.5828
A,0,C,G,28,44,1,0.000876127,-30.5743
A,0,C,G,28,45,1,0.000876127,-30.5743
A,0,C,G,28,46,1,0.000877823,-30.5659
A,0,C,G,28,47,0,0.000819672,-30.8636
A,0,C,G,28,48,0,0.000819672,-30.8636
A,0,C,G,28,49,0,0.000819672,-30.8636
A,0,C,G,28,50,0,0.000819672,-30.8636
A,0,C,G,28,51,0,0.000821369,-30.8546
A,0,C,G,28,52,0,0.000819672,-30.8636
A,0,C,G,28,53,1,0.00087443,-30.5828
A,0,C,G,28,54,0,0.000819672,-30.8636
A,0,C,G,28,55,0,0.000819672,-30.8636
A,0,C,G,28,56,0,0.000819672,-30.8636
A,0,C,G,28,57,0,0.000819672,-30.8636
A,0,C,G,28,58,0,0.000819672,-30.8636
A,0,C,G,28,59,0,0.000819672,-30.8636
A,0,C,G,28,60,0,0.000819672,-30.8636
A,0,C,T,28,0,0,0.000819672,-30.8636
A,0,C,T,28,1,0,0.000819672,-30.8636
A,0,C,T,28,2,0,0.000819672,-30.8636
A,0,C,T,28,3,0,0.000829266,-30.8131
A,0,C,T,28,4,0,0.000829266,-30.8131
A,0,C,T,28,5,1,0.000984072,-30.0697
A,0,C,T,28,6,0,0.000819672,-30.8636
A,0,C,T,28,7,1,0.000979274,-30.0910
A,0,C,T,28,8,0,0.000819672,-30.8636
A,0,C,T,28,9,2,0.00113888,-29.4352
A,0,C,T,28,10,4,0.00146288,-28.3479
A,0,C,T,28,11,1,0.000993666,-30.0276
A,0,C,T,28,12,0,0.00085805,-30.6649
A,0,C,T,28,13,1,0.00101285,-29.9445
A,0,C,T,28,14,0,0.000853252,-30.6892
A,0,C,T,28,15,2,0.00121563,-29.1520
A,0,C,T,28,16,5,0.00172322,-27.6366
A,0,C,T,28,17,3,0.00152874,-28.1567
A,0,C,T,28,18,8,0.00238432,-26.2264
A,0,C,T,28,19,27,0.00573338,-22.4159
A,0,C,T,28,20,46,0.00917838,-20.3723
A,0,C,T,28,21,80,0.0158857,-17.9899
A,0,C,T,28,22,205,0.0385416,-14.1407
A,0,C,T,28,23,399,0.0738891,-11.3142
A,0,C,T,28,24,647,0.117433,-9.3021
A,0,C,T,28,25,843,0.151286,-8.2020
A,0,C,T,28,26,835,0.14929,-8.2597
A,0,C,T,28,27,775,0.136744,-8.6409
A,0,C,T,28,28,559,0.0987442,-10.0549
A,0,C,T,28,29,383,0.0674641,-11.7093
A,0,C,T,28,30,213,0.0382593,-14.1726
A,0,C,T,28,31,139,0.0252159,-15.9833
A,0,C,T,28,32,68,0.0129151,-18.8890
A,0,C,T,28,33,41,0.00809254,-20.9192
A,0,C,T,28,34,15,0.00366464,-24.3597
A,0,C,T,28,35,12,0.00297956,-25.2585
A,0,C,T,28,36,6,0.00197877,-27.0361
A,0,C,T,28,37,5,0.00169924,-27.6975
A,0,C,T,28,38,2,0.00119165,-29.2385
A,0,C,T,28,39,0,0.00085805,-30.6649
A,0,C,T,28,40,2,0.00115327,-29.3807
A,0,C,T,28,41,1,0.000988869,-30.0486
A,0,C,T,28,42,0,0.000819672,-30.8636
A,0,C,T,28,43,0,0.000824469,-30.8383
A,0,C,T,28,44,0,0.000829266,-30.8131
A,0,C,T,28,45,0,0.000829266,-30.8131
A,0,C,T,28,46,1,0.000984072,-30.0697
A,0,C,T,28,47,0,0.000819672,-30.8636
A,0,C,T,28,48,0,0.000819672,-30.8636
A,0,C,T,28,49,0,0.000819672,-30.8636
A,0,C,T,28,50,0,0.000819672,-30.8636
A,0,C,T,28,51,1,0.000974477,-30.1123
A,0,C,T,28,52,0,0.000819672,-30.8636
A,0,C,T,28,53,0,0.000824469,-30.8383
A,0,C,T,28,54,0,0.000819672,-30.8636
A,0,C,T,28,55,0,0.000819672,-30.8636
A,0,C,T,28,56,0,0.000819672,-30.8636
A,0,C,T,28,57,0,0.000819672,-30.8636
A,0,C,T,28,58,0,0.000819672,-30.8636
A,0,C,T,28,59,0,0.000819672,-30.8636
A,0,C,T,28,60,0,0.000819672,-30.8636
A,0,G,C,28,0,0,0.000819672,-30.8636
A,0,G,C,28,1,0,0.000819672,-30.8636
A,0,G,C,28,2,0,0.000819672,-30.8636
A,0,G,C,28,3,0,0.000867291,-30.6184
A,0,G,C,28,4,0,0.000867291,-30.6184
A,0,G,C,28,5,0,0.0008911,-30.5007
A,0,G,C,28,6,0,0.000819672,-30.8636
A,0,G,C,28,7,0,0.000867291,-30.6184
A,0,G,C,28,8,0,0.000819672,-30.8636
A,0,G,C,28,9,0,0.000914909,-30.3862
A,0,G,C,28,10,0,0.00103396,-29.8550
A,0,G,C,28,11,0,0.000938718,-30.2746
A,0,G,C,28,12,0,0.00101015,-29.9562
A,0,G,C,28,13,0,0.00103396,-29.8550
A,0,G,C,28,14,0,0.000986337,-30.0597
A,0,G,C,28,15,0,0.00129586,-28.8744
A,0,G,C,28,16,0,0.00158157,-28.0091
A,0,G,C,28,17,1,0.00284988,-25.4517
A,0,G,C,28,18,1,0.00337369,-24.7190
A,0,G,C,28,19,5,0.0088279,-20.5414
A,0,G,C,28,20,4,0.0110357,-19.5720
A,0,G,C,28,21,8,0.0219899,-16.5778
A,0,G,C,28,22,11,0.0436041,-13.6047
A,0,G,C,28,23,15,0.0775818,-11.1024
A,0,G,C,28,24,32,0.121714,-9.1466
A,0,G,C,28,25,37,0.147532,-8.3111
A,0,G,C,28,26,40,0.145813,-8.3620
A,0,G,C,28,27,47,0.13343,-8.7475
A,0,G,C,28,28,31,0.093732,-10.2811
A,0,G,C,28,29,19,0.0605839,-12.1764
A,0,G,C,28,30,11,0.0362471,-14.4073
A,0,G,C,28,31,4,0.0213927,-16.6973
A,0,G,C,28,32,5,0.0139469,-18.5552
A,0,G,C,28,33,0,0.00639103,-21.9443
A,0,G,C,28,34,3,0.00600556,-22.2145
A,0,G,C,28,35,0,0.00260536,-25.8413
A,0,G,C,28,36,0,0.00210537,-26.7667
A,0,G,C,28,37,0,0.00146252,-28.3490
A,0,G,C,28,38,1,0.00192132,-27.1640
A,0,G,C,28,39,1,0.00175466,-27.5581
A,0,G,C,28,40,0,0.000986337,-30.0597
A,0,G,C,28,41,0,0.000914909,-30.3862
A,0,G,C,28,42,0,0.000819672,-30.8636
A,0,G,C,28,43,0,0.000843481,-30.7392
A,0,G,C,28,44,0,0.000867291,-30.6184
A,0,G,C,28,45,0,0.000867291,-30.6184
A,0,G,C,28,46,0,0.0008911,-30.5007
A,0,G,C,28,47,0,0.000819672,-30.8636
A,0,G,C,28,48,0,0.000819672,-30.8636
A,0,G,C,28,49,0,0.000819672,-30.8636
A,0,G,C,28,50,0,0.000819672,-30.8636
A,0,G,C,28,51,0,0.000843481,-30.7392
A,0,G,C,28,52,0,0.000819672,-30.8636
A,0,G,C,28,53,0,0.000843481,-30.7392
A,0,G,C,28,54,0,0.000819672,-30.8636
A,0,G,C,28,55,0,0.000819672,-30.8636
A,0,G,C,28,56,0,0.000819672,-30.8636
A,0,G,C,28,57,0,0.000819672,-30.8636
A,0,G,C,28,58,0,0.000819672,-30.8636
A,0,G,C,28,59,0,0.000819672,-30.8636
A,0,G,C,28,60,0,0.000819672,-30.8636
A,0,G,G,28,0,0,0.000819672,-30.8636
A,0,G,G,28,1,0,0.000819672,-30.8636
A,0,G,G,28,2,0,0.000819672,-30.8636
A,0,G,G,28,3,0,0.000851872,-30.6963
A,0,G,G,28,4,1,0.00135532,-28.6796
A,0,G,G,28,5,0,0.000867972,-30.6149
A,0,G,G,28,6,0,0.000819672,-30.8636
A,0,G,G,28,7,0,0.000851872,-30.6963
A,0,G,G,28,8,0,0.000819672,-30.8636
A,0,G,G,28,9,0,0.000884072,-30.5351
A,0,G,G,28,10,0,0.000964571,-30.1567
A,0,G,G,28,11,0,0.000900172,-30.4567
A,0,G,G,28,12,3,0.00245881,-26.0928
A,0,G,G,28,13,1,0.00146802,-28.3327
A,0,G,G,28,14,0,0.000932372,-30.3041
A,0,G,G,28,15,2,0.00214856,-26.6785
A,0,G,G,28,16,5,0.00385209,-24.1430
A,0,G,G,28,17,3,0.0031994,-24.9493
A,0,G,G,28,18,6,0.00506393,-22.9551
A,0,G,G,28,19,15,0.0112693,-19.4810
A,0,G,G,28,20,23,0.0172933,-17.6212
A,0,G,G,28,21,26,0.0241971,-16.1624
A,0,G,G,28,22,48,0.0483782,-13.1535
A,0,G,G,28,23,115,0.103071,-9.8686
A,0,G,G,28,24,124,0.128886,-8.8979
A,0,G,G,28,25,137,0.150372,-8.2283
A,0,G,G,28,26,104,0.131085,-8.8245
A,0,G,G,28,27,107,0.120698,-9.1830
A,0,G,G,28,28,65,0.0807646,-10.9278
A,0,G,G,28,29,35,0.0492877,-13.0726
A,0,G,G,28,30,23,0.0308172,-15.1121
A,0,G,G,28,31,24,0.0248002,-16.0555
A,0,G,G,28,32,10,0.0122136,-19.1316
A,0,G,G,28,33,6,0.00760772,-21.1875
A,0,G,G,28,34,1,0.00331951,-24.7893
A,0,G,G,28,35,1,0.00253061,-25.9677
A,0,G,G,28,36,2,0.00269596,-25.6929
A,0,G,G,28,37,0,0.00125437,-29.0157
A,0,G,G,28,38,0,0.00106117,-29.7421
A,0,G,G,28,39,0,0.000948472,-30.2298
A,0,G,G,28,40,0,0.000932372,-30.3041
A,0,G,G,28,41,0,0.000884072,-30.5351
A,0,G,G,28,42,0,0.000819672,-30.8636
A,0,G,G,28,43,0,0.000835772,-30.7791
A,0,G,G,28,44,0,0.000851872,-30.6963
A,0,G,G,28,45,0,0.000851872,-30.6963
A,0,G,G,28,46,0,0.000867972,-30.6149
A,0,G,G,28,47,0,0.000819672,-30.8636
A,0,G,G,28,48,0,0.000819672,-30.8636
A,0,G,G,28,49,0,0.000819672,-30.8636
A,0,G,G,28,50,0,0.000819672,-30.8636
A,0,G,G,28,51,0,0.000835772,-30.7791
A,0,G,G,28,52,0,0.000819672,-30.8636
A,0,G,G,28,53,0,0.000835772,-30.7791
A,0,G,G,28,54,0,0.000819672,-30.8636
A,0,G,G,28,55,0,0.000819672,-30.8636
A,0,G,G,28,56,0,0.000819672,-30.8636
A,0,G,G,28,57,0,0.000819672,-30.8636
A,0,G,G,28,58,0,0.000819672,-30.8636
A,0,G,G,28,59,0,0.000819672,-30.8636
A,0,G,G,28,60,0,0.000819672,-30.8636
A,0,G,T,28,0,0,0.000819672,-30.8636
A,0,G,T,28,1,0,0.000819672,-30.8636
A,0,G,T,28,2,0,0.000819672,-30.8636
A,0,G,T,28,3,0,0.00087461,-30.5819
A,0,G,T,28,4,0,0.00087461,-30.5819
A,0,G,T,28,5,0,0.000902079,-30.4476
A,0,G,T,28,6,0,0.000819672,-30.8636
A,0,G,T,28,7,0,0.00087461,-30.5819
A,0,G,T,28,8,0,0.000819672,-30.8636
A,0,G,T,28,9,0,0.000929548,-30.3173
A,0,G,T,28,10,0,0.00106689,-29.7188
A,0,G,T,28,11,0,0.000957016,-30.1908
A,0,G,T,28,12,0,0.00103942,-29.8321
A,0,G,T,28,13,0,0.00106689,-29.7188
A,0,G,T,28,14,0,0.00101195,-29.9484
A,0,G,T,28,15,0,0.00136905,-28.6358
A,0,G,T,28,16,1,0.00255763,-25.9216
A,0,G,T,28,17,1,0.00316194,-25.0005
A,0,G,T,28,18,0,0.00290731,-25.3651
A,0,G,T,28,19,0,0.00576407,-22.3927
A,0,G,T,28,20,0,0.0091702,-20.3762
A,0,G,T,28,21,3,0.0209491,-16.7883
A,0,G,T,28,22,2,0.0424498,-13.7212
A,0,G,T,28,23,8,0.083368,-10.7900
A,0,G,T,28,24,12,0.123118,-9.0968
A,0,G,T,28,25,16,0.152045,-8.1803
A,0,G,T,28,26,13,0.144908,-8.3891
A,0,G,T,28,27,16,0.127185,-8.9556
A,0,G,T,28,28,14,0.0934111,-10.2960
A,0,G,T,28,29,7,0.0594627,-12.2576
A,0,G,T,28,30,5,0.0365388,-14.3725
A,0,G,T,28,31,3,0.023696,-16.2532
A,0,G,T,28,32,2,0.0133878,-18.7329
A,0,G,T,28,33,0,0.00724738,-21.3982
A,0,G,T,28,34,1,0.00508476,-22.9373
A,0,G,T,28,35,1,0.00373879,-24.2727
A,0,G,T,28,36,0,0.00230299,-26.3771
A,0,G,T,28,37,0,0.00156133,-28.0650
A,0,G,T,28,38,0,0.0012317,-29.0949
A,0,G,T,28,39,0,0.00103942,-29.8321
A,0,G,T,28,40,1,0.00187091,-27.2795
A,0,G,T,28,41,0,0.000929548,-30.3173
A,0,G,T,28,42,0,0.000819672,-30.8636
A,0,G,T,28,43,0,0.000847141,-30.7204
A,0,G,T,28,44,0,0.00087461,-30.5819
A,0,G,T,28,45,0,0.00087461,-30.5819
A,0,G,T,28,46,0,0.000902079,-30.4476
A,0,G,T,28,47,0,0.000819672,-30.8636
A,0,G,T,28,48,0,0.000819672,-30.8636
A,0,G,T,28,49,0,0.000819672,-30.8636
A,0,G,T,28,50,0,0.000819672,-30.8636
A,0,G,T,28,51,0,0.000847141,-30.7204
A,0,G,T,28,52,0,0.000819672,-30.8636
A,0,G,T,28,53,0,0.000847141,-30.7204
A,0,G,T,28,54,0,0.000819672,-30.8636
A,0,G,T,28,55,0,0.000819672,-30.8636
A,0,G,T,28,56,0,0.000819672,-30.8636
A,0,G,T,28,57,0,0.000819672,-30.8636
A,0,G,T,28,58,0,0.000819672,-30.8636
A,0,G,T,28,59,0,0.000819672,-30.8636
A,0,G,T,28,60,0,0.000819672,-30.8636
A,0,T,C,28,0,0,0.000819672,-30.8636
A,0,T,C,28,1,0,0.000819672,-30.8636
A,0,T,C,28,2,0,0.000819672,-30.8636
A,0,T,C,28,3,0,0.00085273,-30.6919
A,0,T,C,28,4,0,0.00085273,-30.6919
A,0,T,C,28,5,0,0.00086926,-30.6085
A,0,T,C,28,6,0,0.000819672,-30.8636
A,0,T,C,28,7,0,0.00085273,-30.6919
A,0,T,C,28,8,0,0.000819672,-30.8636
A,0,T,C,28,9,0,0.000885789,-30.5267
A,0,T,C,28,10,0,0.000968434,-30.1393
A,0,T,C,28,11,1,0.00141918,-28.4796
A,0,T,C,28,12,0,0.000951905,-30.2141
A,0,T,C,28,13,1,0.0014853,-28.2819
A,0,T,C,28,14,0,0.000935376,-30.2901
A,0,T,C,28,15,1,0.00166712,-27.7803
A,0,T,C,28,16,2,0.00238234,-26.2300
A,0,T,C,28,17,5,0.00429658,-23.6688
A,0,T,C,28,18,1,0.00259275,-25.8624
A,0,T,C,28,19,4,0.00586238,-22.3193
A,0,T,C,28,20,9,0.0104963,-19.7896
A,0,T,C,28,21,13,0.0181011,-17.4230
A,0,T,C,28,22,32,0.0413762,-13.8325
A,0,T,C,28,23,55,0.0747851,-11.2618
A,0,T,C,28,24,84,0.111626,-9.5224
A,0,T,C,28,25,109,0.139886,-8.5422
A,0,T,C,28,26,112,0.138693,-8.5794
A,0,T,C,28,27,124,0.132681,-8.7719
A,0,T,C,28,28,103,0.102537,-9.8912
A,0,T,C,28,29,76,0.0717713,-11.4405
A,0,T,C,28,30,39,0.0398868,-13.9917
A,0,T,C,28,31,32,0.0295744,-15.2908
A,0,T,C,28,32,15,0.0151017,-18.2097
A,0,T,C,28,33,6,0.00778869,-21.0854
A,0,T,C,28,34,4,0.00493675,-23.0656
A,0,T,C,28,35,5,0.00464369,-23.3314
A,0,T,C,28,36,1,0.00222911,-26.5187
A,0,T,C,28,37,2,0.00229969,-26.3833
A,0,T,C,28,38,0,0.00106761,-29.7159
A,0,T,C,28,39,0,0.000951905,-30.2141
A,0,T,C,28,40,0,0.000935376,-30.2901
A,0,T,C,28,41,0,0.000885789,-30.5267
A,0,T,C,28,42,0,0.000819672,-30.8636
A,0,T,C,28,43,0,0.000836201,-30.7769
A,0,T,C,28,44,1,0.0013696,-28.6341
A,0,T,C,28,45,0,0.00085273,-30.6919
A,0,T,C,28,46,1,0.00138613,-28.5820
A,0,T,C,28,47,0,0.000819672,-30.8636
A,0,T,C,28,48,0,0.000819672,-30.8636
A,0,T,C,28,49,0,0.000819672,-30.8636
A,0,T,C,28,50,0,0.000819672,-30.8636
A,0,T,C,28,51,0,0.000836201,-30.7769
A,0,T,C,28,52,0,0.000819672,-30.8636
A,0,T,C,28,53,0,0.000836201,-30.7769
A,0,T,C,28,54,0,0.000819672,-30.8636
A,0,T,C,28,55,0,0.000819672,-30.8636
A,0,T,C,28,56,0,0.000819672,-30.8636
A,0,T,C,28,57,0,0.000819672,-30.8636
A,0,T,C,28,58,0,0.000819672,-30.8636
A,0,T,C,28,59,0,0.000819672,-30.8636
A,0,T,C,28,60,0,0.000819672,-30.8636
A,0,T,G,28,0,0,0.000819672,-30.8636
A,0,T,G,28,1,0,0.000819672,-30.8636
A,0,T,G,28,2,0,0.000819672,-30.8636
A,0,T,G,28,3,1,0.00111427,-29.5301
A,0,T,G,28,4,0,0.000837382,-30.7708
A,0,T,G,28,5,0,0.000846236,-30.7251
A,0,T,G,28,6,0,0.000819672,-30.8636
A,0,T,G,28,7,0,0.000837382,-30.7708
A,0,T,G,28,8,0,0.000819672,-30.8636
A,0,T,G,28,9,0,0.000855091,-30.6799
A,0,T,G,28,10,1,0.00117625,-29.2950
A,0,T,G,28,11,1,0.00114083,-29.4278
A,0,T,G,28,12,0,0.00089051,-30.5036
A,0,T,G,28,13,3,0.00173003,-27.6195
A,0,T,G,28,14,0,0.000881655,-30.5470
A,0,T,G,28,15,1,0.00127365,-28.9495
A,0,T,G,28,16,1,0.00137991,-28.6015
A,0,T,G,28,17,3,0.00212849,-26.7193
A,0,T,G,28,18,7,0.00343084,-24.6460
A,0,T,G,28,19,20,0.00795127,-20.9956
A,0,T,G,28,20,25,0.0104337,-19.8156
A,0,T,G,28,21,50,0.0203222,-16.9203
A,0,T,G,28,22,132,0.0502347,-12.9900
A,0,T,G,28,23,227,0.0880678,-10.5518
A,0,T,G,28,24,315,0.12414,-9.0609
A,0,T,G,28,25,395,0.154508,-8.1105
A,0,T,G,28,26,369,0.145839,-8.3613
A,0,T,G,28,27,289,0.117144,-9.3128
A,0,T,G,28,28,221,0.0879826,-10.5560
A,0,T,G,28,29,144,0.0576571,-12.3915
A,0,T,G,28,30,86,0.0347618,-14.5890
A,0,T,G,28,31,54,0.0223152,-16.5140
A,0,T,G,28,32,37,0.0145621,-18.3678
A,0,T,G,28,33,19,0.00815253,-20.8871
A,0,T,G,28,34,11,0.00496342,-23.0422
A,0,T,G,28,35,6,0.0031451,-25.0237
A,0,T,G,28,36,4,0.00240538,-26.1882
A,0,T,G,28,37,4,0.0021663,-26.6428
A,0,T,G,28,38,2,0.00150627,-28.2210
A,0,T,G,28,39,1,0.0011674,-29.3278
A,0,T,G,28,40,2,0.00143543,-28.4302
A,0,T,G,28,41,0,0.000855091,-30.6799
A,0,T,G,28,42,0,0.000819672,-30.8636
A,0,T,G,28,43,0,0.000828527,-30.8169
A,0,T,G,28,44,0,0.000837382,-30.7708
A,0,T,G,28,45,0,0.000837382,-30.7708
A,0,T,G,28,46,0,0.000846236,-30.7251
A,0,T,G,28,47,0,0.000819672,-30.8636
A,0,T,G,28,48,0,0.000819672,-30.8636
A,0,T,G,28,49,0,0.000819672,-30.8636
A,0,T,G,28,50,0,0.000819672,-30.8636
A,0,T,G,28,51,0,0.000828527,-30.8169
A,0,T,G,28,52,0,0.000819672,-30.8636
A,0,T,G,28,53,0,0.000828527,-30.8169
A,0,T,G,28,54,0,0.000819672,-30.8636
A,0,T,G,28,55,0,0.000819672,-30.8636
A,0,T,G,28,56,0,0.000819672,-30.8636
A,0,T,G,28,57,0,0.000819672,-30.8636
A,0,T,G,28,58,0,0.000819672,-30.8636
A,0,T,G,28,59,0,0.000819672,-30.8636
A,0,T,G,28,60,0,0.000819672,-30.8636
A,0,T,T,28,0,0,0.000819672,-30.8636
A,0,T,T,28,1,0,0.000819672,-30.8636
A,0,T,T,28,2,0,0.000819672,-30.8636
A,0,T,T,28,3,0,0.000845627,-30.7282
A,0,T,T,28,4,0,0.000845627,-30.7282
A,0,T,T,28,5,0,0.000858605,-30.6621
A,0,T,T,28,6,0,0.000819672,-30.8636
A,0,T,T,28,7,0,0.000845627,-30.7282
A,0,T,T,28,8,0,0.000819672,-30.8636
A,0,T,T,28,9,2,0.0016832,-27.7386
A,0,T,T,28,10,0,0.000936471,-30.2851
A,0,T,T,28,11,0,0.00088456,-30.5327
A,0,T,T,28,12,1,0.0013293,-28.7638
A,0,T,T,28,13,0,0.000936471,-30.2851
A,0,T,T,28,14,0,0.000910515,-30.4071
A,0,T,T,28,15,1,0.00148503,-28.2826
A,0,T,T,28,16,2,0.00204657,-26.8897
A,0,T,T,28,17,5,0.00354951,-24.4983
A,0,T,T,28,18,2,0.00261759,-25.8210
A,0,T,T,28,19,6,0.0055905,-22.5255
A,0,T,T,28,20,9,0.00841715,-20.7484
A,0,T,T,28,21,18,0.0164169,-17.8471
A,0,T,T,28,22,43,0.0371259,-14.3032
A,0,T,T,28,23,87,0.0718784,-11.4340
A,0,T,T,28,24,151,0.115007,-9.3928
A,0,T,T,28,25,212,0.151804,-8.1872
A,0,T,T,28,26,215,0.150867,-8.2140
A,0,T,T,28,27,170,0.123015,-9.1004
A,0,T,T,28,28,143,0.0969137,-10.1361
A,0,T,T,28,29,108,0.0695122,-11.5794
A,0,T,T,28,30,59,0.0396088,-14.0221
A,0,T,T,28,31,43,0.0278599,-15.5502
A,0,T,T,28,32,28,0.0173085,-17.6174
A,0,T,T,28,33,21,0.0123784,-19.0733
A,0,T,T,28,34,8,0.00567537,-22.4601
A,0,T,T,28,35,1,0.0021988,-26.5781
A,0,T,T,28,36,2,0.00233208,-26.3226
A,0,T,T,28,37,0,0.00117007,-29.3179
A,0,T,T,28,38,2,0.00182596,-27.3851
A,0,T,T,28,39,1,0.0013293,-28.7638
A,0,T,T,28,40,0,0.000910515,-30.4071
A,0,T,T,28,41,1,0.00127739,-28.9368
A,0,T,T,28,42,0,0.000819672,-30.8636
A,0,T,T,28,43,0,0.00083265,-30.7954
A,0,T,T,28,44,0,0.000845627,-30.7282
A,0,T,T,28,45,0,0.000845627,-30.7282
A,0,T,T,28,46,0,0.000858605,-30.6621
A,0,T,T,28,47,0,0.000819672,-30.8636
A,0,T,T,28,48,0,0.000819672,-30.8636
A,0,T,T,28,49,0,0.000819672,-30.8636
A,0,T,T,28,50,0,0.000819672,-30.8636
A,0,T,T,28,51,0,0.00083265,-30.7954
A,0,T,T,28,52,0,0.000819672,-30.8636
A,0,T,T,28,53,0,0.00083265,-30.7954
A,0,T,T,28,54,0,0.000819672,-30.8636
A,0,T,T,28,55,0,0.000819672,-30.8636
A,0,T,T,28,56,0,0.000819672,-30.8636
A,0,T,T,28,57,0,0.000819672,-30.8636
A,0,T,T,28,58,0,0.000819672,-30.8636
A,0,T,T,28,59,0,0.000819672,-30.8636
A,0,T,T,28,60,0,0.000819672,-30.8636
A,0,*,*,29,0,0,0.000819672,-30.8636
A,0,*,*,29,1,0,0.000819672,-30.8636
A,0,*,*,29,2,1,0.000859142,-30.6594
A,0,*,*,29,3,6,0.00105649,-29.7613
A,0,*,*,29,4,1,0.000859142,-30.6594
A,0,*,*,29,5,2,0.000898612,-30.4643
A,0,*,*,29,6,0,0.000819672,-30.8636
A,0,*,*,29,7,1,0.000859142,-30.6594
A,0,*,*,29,8,3,0.000938082,-30.2776
A,0,*,*,29,9,3,0.000938082,-30.2776
A,0,*,*,29,10,6,0.00105649,-29.7613
A,0,*,*,29,11,3,0.000938082,-30.2776
A,0,*,*,29,12,2,0.000898612,-30.4643
A,0,*,*,29,13,7,0.00109596,-29.6020
A,0,*,*,29,14,10,0.00121437,-29.1565
A,0,*,*,29,15,16,0.00145119,-28.3828
A,0,*,*,29,16,31,0.00204324,-26.8968
A,0,*,*,29,17,22,0.00168801,-27.7263
A,0,*,*,29,18,40,0.00239847,-26.2007
A,0,*,*,29,19,65,0.00338521,-24.7041
A,0,*,*,29,20,178,0.00784531,-21.0539
A,0,*,*,29,21,354,0.014792,-18.2997
A,0,*,*,29,22,682,0.0277381,-15.5692
A,0,*,*,29,23,1394,0.0558407,-12.5305
A,0,*,*,29,24,2373,0.0944816,-10.2465
A,0,*,*,29,25,3309,0.131425,-8.8132
A,0,*,*,29,26,3661,0.145319,-8.3768
A,0,*,*,29,27,3427,0.136083,-8.6620
A,0,*,*,29,28,2897,0.115164,-9.3868
A,0,*,*,29,29,2028,0.0808645,-10.9224
A,0,*,*,29,30,1367,0.054775,-12.6142
A,0,*,*,29,31,854,0.0345269,-14.6184
A,0,*,*,29,32,574,0.0234754,-16.2939
A,0,*,*,29,33,307,0.0129369,-18.8817
A,0,*,*,29,34,166,0.00737167,-21.3243
A,0,*,*,29,35,102,0.0048456,-23.1465
A,0,*,*,29,36,64,0.00334574,-24.7551
A,0,*,*,29,37,54,0.00295104,-25.3002
A,0,*,*,29,38,23,0.00172748,-27.6259
A,0,*,*,29,39,13,0.00133278,-28.7524
A,0,*,*,29,40,7,0.00109596,-29.6020
A,0,*,*,29,41,4,0.000977552,-30.0986
A,0,*,*,29,42,0,0.000819672,-30.8636
A,0,*,*,29,43,1,0.000859142,-30.6594
A,0,*,*,29,44,2,0.000898612,-30.4643
A,0,*,*,29,45,2,0.000898612,-30.4643
A,0,*,*,29,46,3,0.000938082,-30.2776
A,0,*,*,29,47,1,0.000859142,-30.6594
A,0,*,*,29,48,0,0.000819672,-30.8636
A,0,*,*,29,49,0,0.000819672,-30.8636
A,0,*,*,29,50,0,0.000819672,-30.8636
A,0,*,*,29,51,0,0.000819672,-30.8636
A,0,*,*,29,52,0,0.000819672,-30.8636
A,0,*,*,29,53,0,0.000819672,-30.8636
A,0,*,*,29,54,0,0.000819672,-30.8636
A,0,*,*,29,55,0,0.000819672,-30.8636
A,0,*,*,29,56,0,0.000819672,-30.8636
A,0,*,*,29,57,0,0.000819672,-30.8636
A,0,*,*,29,58,0,0.000819672,-30.8636
A,0,*,*,29,59,1,0.000859142,-30.6594
A,0,*,*,29,60,2,0.000898612,-30.4643
A,0,C,C,29,0,0,0.000819672,-30.8636
A,0,C,C,29,1,0,0.000819672,-30.8636
A,0,C,C,29,2,0,0.000830869,-30.8047
A,0,C,C,29,3,1,0.00115636,-29.3691
A,0,C,C,29,4,0,0.000830869,-30.8047
A,0,C,C,29,5,0,0.000842066,-30.7465
A,0,C,C,29,6,0,0.000819672,-30.8636
A,0,C,C,29,7,0,0.000830869,-30.8047
A,0,C,C,29,8,0,0.000853263,-30.6892
A,0,C,C,29,9,0,0.000853263,-30.6892
