base,strand,left,right,n,m,count,probability,logProbabilityDb
A,0,*,*,2,0,0,0.000819672,-30.8636
A,0,*,*,2,1,2135527,0.00289438,-25.3844
A,0,*,*,2,2,974804075,0.94786,-0.2326
A,0,*,*,2,3,838421,0.00163421,-27.8669
A,0,*,*,2,4,60943,0.000878879,-30.5607
A,0,*,*,2,5,8307,0.000827743,-30.8210
A,0,*,*,2,6,1439,0.00082107,-30.8562
A,0,*,*,2,7,778,0.000820428,-30.8596
A,0,*,*,2,8,251,0.000819916,-30.8623
A,0,*,*,2,9,120,0.000819789,-30.8630
A,0,*,*,2,10,49,0.00081972,-30.8633
A,0,*,*,2,11,43,0.000819714,-30.8634
A,0,*,*,2,12,21,0.000819693,-30.8635
A,0,*,*,2,13,20,0.000819692,-30.8635
A,0,*,*,2,14,11,0.000819683,-30.8635
A,0,*,*,2,15,11,0.000819683,-30.8635
A,0,*,*,2,16,13,0.000819685,-30.8635
A,0,*,*,2,17,4,0.000819676,-30.8636
A,0,*,*,2,18,8,0.00081968,-30.8636
A,0,*,*,2,19,3,0.000819675,-30.8636
A,0,*,*,2,20,5,0.000819677,-30.8636
A,0,*,*,2,21,1,0.000819673,-30.8636
A,0,*,*,2,22,4,0.000819676,-30.8636
A,0,*,*,2,23,4,0.000819676,-30.8636
A,0,*,*,2,24,0,0.000819672,-30.8636
A,0,*,*,2,25,4,0.000819676,-30.8636
A,0,*,*,2,26,0,0.000819672,-30.8636
A,0,*,*,2,27,1,0.000819673,-30.8636
A,0,*,*,2,28,2,0.000819674,-30.8636
A,0,*,*,2,29,1,0.000819673,-30.8636
A,0,*,*,2,30,1,0.000819673,-30.8636
A,0,*,*,2,31,2,0.000819674,-30.8636
A,0,*,*,2,32,2,0.000819674,-30.8636
A,0,*,*,2,33,2,0.000819674,-30.8636
A,0,*,*,2,34,2,0.000819674,-30.8636
A,0,*,*,2,35,1,0.000819673,-30.8636
A,0,*,*,2,36,0,0.000819672,-30.8636
A,0,*,*,2,37,0,0.000819672,-30.8636
A,0,*,*,2,38,1,0.000819673,-30.8636
A,0,*,*,2,39,1,0.000819673,-30.8636
A,0,*,*,2,40,1,0.000819673,-30.8636
A,0,*,*,2,41,0,0.000819672,-30.8636
A,0,*,*,2,42,0,0.000819672,-30.8636
A,0,*,*,2,43,0,0.000819672,-30.8636
A,0,*,*,2,44,3,0.000819675,-30.8636
A,0,*,*,2,45,0,0.000819672,-30.8636
A,0,*,*,2,46,0,0.000819672,-30.8636
A,0,*,*,2,47,1,0.000819673,-30.8636
A,0,*,*,2,48,1,0.000819673,-30.8636
A,0,*,*,2,49,0,0.000819672,-30.8636
A,0,*,*,2,50,1,0.000819673,-30.8636
A,0,*,*,2,51,0,0.000819672,-30.8636
A,0,*,*,2,52,0,0.000819672,-30.8636
A,0,*,*,2,53,0,0.000819672,-30.8636
A,0,*,*,2,54,0,0.000819672,-30.8636
A,0,*,*,2,55,1,0.000819673,-30.8636
A,0,*,*,2,56,0,0.000819672,-30.8636
A,0,*,*,2,57,1,0.000819673,-30.8636
A,0,*,*,2,58,1,0.000819673,-30.8636
A,0,*,*,2,59,1,0.000819673,-30.8636
A,0,*,*,2,60,23,0.000819694,-30.8635
A,0,C,C,2,0,0,0.000819672,-30.8636
A,0,C,C,2,1,12689,0.00096113,-30.1722
A,0,C,C,2,2,85154100,0.949973,-0.2229
A,0,C,C,2,3,61199,0.00150182,-28.2338
A,0,C,C,2,4,1654,0.000838109,-30.7670
A,0,C,C,2,5,312,0.00082315,-30.8452
A,0,C,C,2,6,67,0.000820419,-30.8596
A,0,C,C,2,7,33,0.00082004,-30.8616
A,0,C,C,2,8,12,0.000819806,-30.8629
A,0,C,C,2,9,8,0.000819761,-30.8631
A,0,C,C,2,10,4,0.000819717,-30.8634
A,0,C,C,2,11,3,0.000819706,-30.8634
A,0,C,C,2,12,1,0.000819683,-30.8635
A,0,C,C,2,13,1,0.000819683,-30.8635
A,0,C,C,2,14,1,0.000819683,-30.8635
A,0,C,C,2,15,0,0.000819672,-30.8636
A,0,C,C,2,16,1,0.000819683,-30.8635
A,0,C,C,2,17,1,0.000819683,-30.8635
A,0,C,C,2,18,0,0.000819672,-30.8636
A,0,C,C,2,19,0,0.000819672,-30.8636
A,0,C,C,2,20,0,0.000819672,-30.8636
A,0,C,C,2,21,0,0.000819672,-30.8636
A,0,C,C,2,22,1,0.000819683,-30.8635
A,0,C,C,2,23,0,0.000819672,-30.8636
A,0,C,C,2,24,0,0.000819672,-30.8636
A,0,C,C,2,25,1,0.000819683,-30.8635
A,0,C,C,2,26,0,0.000819672,-30.8636
A,0,C,C,2,27,0,0.000819672,-30.8636
A,0,C,C,2,28,0,0.000819672,-30.8636
A,0,C,C,2,29,0,0.000819672,-30.8636
A,0,C,C,2,30,0,0.000819672,-30.8636
A,0,C,C,2,31,0,0.000819672,-30.8636
A,0,C,C,2,32,0,0.000819672,-30.8636
A,0,C,C,2,33,0,0.000819672,-30.8636
A,0,C,C,2,34,0,0.000819672,-30.8636
A,0,C,C,2,35,0,0.000819672,-30.8636
A,0,C,C,2,36,0,0.000819672,-30.8636
A,0,C,C,2,37,0,0.000819672,-30.8636
A,0,C,C,2,38,0,0.000819672,-30.8636
A,0,C,C,2,39,0,0.000819672,-30.8636
A,0,C,C,2,40,0,0.000819672,-30.8636
A,0,C,C,2,41,0,0.000819672,-30.8636
A,0,C,C,2,42,0,0.000819672,-30.8636
A,0,C,C,2,43,0,0.000819672,-30.8636
A,0,C,C,2,44,0,0.000819672,-30.8636
A,0,C,C,2,45,0,0.000819672,-30.8636
A,0,C,C,2,46,0,0.000819672,-30.8636
A,0,C,C,2,47,0,0.000819672,-30.8636
A,0,C,C,2,48,0,0.000819672,-30.8636
A,0,C,C,2,49,0,0.000819672,-30.8636
A,0,C,C,2,50,0,0.000819672,-30.8636
A,0,C,C,2,51,0,0.000819672,-30.8636
A,0,C,C,2,52,0,0.000819672,-30.8636
A,0,C,C,2,53,0,0.000819672,-30.8636
A,0,C,C,2,54,0,0.000819672,-30.8636
A,0,C,C,2,55,0,0.000819672,-30.8636
A,0,C,C,2,56,0,0.000819672,-30.8636
A,0,C,C,2,57,0,0.000819672,-30.8636
A,0,C,C,2,58,0,0.000819672,-30.8636
A,0,C,C,2,59,0,0.000819672,-30.8636
A,0,C,C,2,60,1,0.000819683,-30.8635
A,0,C,G,2,0,0,0.000819672,-30.8636
A,0,C,G,2,1,588680,0.00577232,-22.3865
A,0,C,G,2,2,112280263,0.945454,-0.2436
A,0,C,G,2,3,47297,0.00121759,-29.1450
A,0,C,G,2,4,1377,0.000831258,-30.8026
A,0,C,G,2,5,282,0.000822045,-30.8510
A,0,C,G,2,6,79,0.000820337,-30.8601
A,0,C,G,2,7,17,0.000819815,-30.8628
A,0,C,G,2,8,5,0.000819714,-30.8634
A,0,C,G,2,9,3,0.000819697,-30.8635
A,0,C,G,2,10,0,0.000819672,-30.8636
A,0,C,G,2,11,5,0.000819714,-30.8634
A,0,C,G,2,12,3,0.000819697,-30.8635
A,0,C,G,2,13,3,0.000819697,-30.8635
A,0,C,G,2,14,0,0.000819672,-30.8636
A,0,C,G,2,15,0,0.000819672,-30.8636
A,0,C,G,2,16,0,0.000819672,-30.8636
A,0,C,G,2,17,0,0.000819672,-30.8636
A,0,C,G,2,18,1,0.000819681,-30.8636
A,0,C,G,2,19,0,0.000819672,-30.8636
A,0,C,G,2,20,1,0.000819681,-30.8636
A,0,C,G,2,21,1,0.000819681,-30.8636
A,0,C,G,2,22,0,0.000819672,-30.8636
A,0,C,G,2,23,0,0.000819672,-30.8636
A,0,C,G,2,24,0,0.000819672,-30.8636
A,0,C,G,2,25,1,0.000819681,-30.8636
A,0,C,G,2,26,0,0.000819672,-30.8636
A,0,C,G,2,27,0,0.000819672,-30.8636
A,0,C,G,2,28,0,0.000819672,-30.8636
A,0,C,G,2,29,0,0.000819672,-30.8636
A,0,C,G,2,30,0,0.000819672,-30.8636
A,0,C,G,2,31,0,0.000819672,-30.8636
A,0,C,G,2,32,0,0.000819672,-30.8636
A,0,C,G,2,33,0,0.000819672,-30.8636
A,0,C,G,2,34,2,0.000819689,-30.8635
A,0,C,G,2,35,0,0.000819672,-30.8636
A,0,C,G,2,36,0,0.000819672,-30.8636
A,0,C,G,2,37,0,0.000819672,-30.8636
A,0,C,G,2,38,0,0.000819672,-30.8636
A,0,C,G,2,39,0,0.000819672,-30.8636
A,0,C,G,2,40,1,0.000819681,-30.8636
A,0,C,G,2,41,0,0.000819672,-30.8636
A,0,C,G,2,42,0,0.000819672,-30.8636
A,0,C,G,2,43,0,0.000819672,-30.8636
A,0,C,G,2,44,0,0.000819672,-30.8636
A,0,C,G,2,45,0,0.000819672,-30.8636
A,0,C,G,2,46,0,0.000819672,-30.8636
A,0,C,G,2,47,0,0.000819672,-30.8636
A,0,C,G,2,48,0,0.000819672,-30.8636
A,0,C,G,2,49,0,0.000819672,-30.8636
A,0,C,G,2,50,0,0.000819672,-30.8636
A,0,C,G,2,51,0,0.000819672,-30.8636
A,0,C,G,2,52,0,0.000819672,-30.8636
A,0,C,G,2,53,0,0.000819672,-30.8636
A,0,C,G,2,54,0,0.000819672,-30.8636
A,0,C,G,2,55,0,0.000819672,-30.8636
A,0,C,G,2,56,0,0.000819672,-30.8636
A,0,C,G,2,57,0,0.000819672,-30.8636
A,0,C,G,2,58,0,0.000819672,-30.8636
A,0,C,G,2,59,1,0.000819681,-30.8636
A,0,C,G,2,60,1,0.000819681,-30.8636
A,0,C,T,2,0,0,0.000819672,-30.8636
A,0,C,T,2,1,42418,0.00118637,-29.2578
A,0,C,T,2,2,109692813,0.949065,-0.2270
A,0,C,T,2,3,155273,0.00216193,-26.6516
A,0,C,T,2,4,4808,0.000861235,-30.6488
A,0,C,T,2,5,319,0.00082243,-30.8490
A,0,C,T,2,6,33,0.000819957,-30.8621
A,0,C,T,2,7,23,0.000819871,-30.8625
A,0,C,T,2,8,16,0.00081981,-30.8629
A,0,C,T,2,9,8,0.000819741,-30.8632
A,0,C,T,2,10,3,0.000819698,-30.8635
A,0,C,T,2,11,3,0.000819698,-30.8635
A,0,C,T,2,12,5,0.000819715,-30.8634
A,0,C,T,2,13,0,0.000819672,-30.8636
A,0,C,T,2,14,1,0.000819681,-30.8636
A,0,C,T,2,15,1,0.000819681,-30.8636
A,0,C,T,2,16,1,0.000819681,-30.8636
A,0,C,T,2,17,1,0.000819681,-30.8636
A,0,C,T,2,18,2,0.000819689,-30.8635
A,0,C,T,2,19,2,0.000819689,-30.8635
A,0,C,T,2,20,1,0.000819681,-30.8636
A,0,C,T,2,21,0,0.000819672,-30.8636
A,0,C,T,2,22,0,0.000819672,-30.8636
A,0,C,T,2,23,1,0.000819681,-30.8636
A,0,C,T,2,24,0,0.000819672,-30.8636
A,0,C,T,2,25,0,0.000819672,-30.8636
A,0,C,T,2,26,0,0.000819672,-30.8636
A,0,C,T,2,27,0,0.000819672,-30.8636
A,0,C,T,2,28,0,0.000819672,-30.8636
A,0,C,T,2,29,1,0.000819681,-30.8636
A,0,C,T,2,30,0,0.000819672,-30.8636
A,0,C,T,2,31,0,0.000819672,-30.8636
A,0,C,T,2,32,0,0.000819672,-30.8636
A,0,C,T,2,33,1,0.000819681,-30.8636
A,0,C,T,2,34,0,0.000819672,-30.8636
A,0,C,T,2,35,0,0.000819672,-30.8636
A,0,C,T,2,36,0,0.000819672,-30.8636
A,0,C,T,2,37,0,0.000819672,-30.8636
A,0,C,T,2,38,1,0.000819681,-30.8636
A,0,C,T,2,39,0,0.000819672,-30.8636
A,0,C,T,2,40,0,0.000819672,-30.8636
A,0,C,T,2,41,0,0.000819672,-30.8636
A,0,C,T,2,42,0,0.000819672,-30.8636
A,0,C,T,2,43,0,0.000819672,-30.8636
A,0,C,T,2,44,0,0.000819672,-30.8636
A,0,C,T,2,45,0,0.000819672,-30.8636
A,0,C,T,2,46,0,0.000819672,-30.8636
A,0,C,T,2,47,0,0.000819672,-30.8636
A,0,C,T,2,48,1,0.000819681,-30.8636
A,0,C,T,2,49,0,0.000819672,-30.8636
A,0,C,T,2,50,0,0.000819672,-30.8636
A,0,C,T,2,51,0,0.000819672,-30.8636
A,0,C,T,2,52,0,0.000819672,-30.8636
A,0,C,T,2,53,0,0.000819672,-30.8636
A,0,C,T,2,54,0,0.000819672,-30.8636
A,0,C,T,2,55,0,0.000819672,-30.8636
A,0,C,T,2,56,0,0.000819672,-30.8636
A,0,C,T,2,57,0,0.000819672,-30.8636
A,0,C,T,2,58,0,0.000819672,-30.8636
A,0,C,T,2,59,0,0.000819672,-30.8636
A,0,C,T,2,60,2,0.000819689,-30.8635
A,0,G,C,2,0,0,0.000819672,-30.8636
A,0,G,C,2,1,233816,0.00363931,-24.3898
A,0,G,C,2,2,78445229,0.946811,-0.2374
A,0,G,C,2,3,85170,0.00184676,-27.3359
A,0,G,C,2,4,11327,0.000956266,-30.1942
A,0,G,C,2,5,1458,0.000837254,-30.7714
A,0,G,C,2,6,287,0.000823133,-30.8453
A,0,G,C,2,7,211,0.000822217,-30.8501
A,0,G,C,2,8,60,0.000820396,-30.8598
A,0,G,C,2,9,39,0.000820142,-30.8611
A,0,G,C,2,10,10,0.000819793,-30.8630
A,0,G,C,2,11,8,0.000819769,-30.8631
A,0,G,C,2,12,3,0.000819708,-30.8634
A,0,G,C,2,13,1,0.000819684,-30.8635
A,0,G,C,2,14,3,0.000819708,-30.8634
A,0,G,C,2,15,1,0.000819684,-30.8635
A,0,G,C,2,16,2,0.000819696,-30.8635
A,0,G,C,2,17,0,0.000819672,-30.8636
A,0,G,C,2,18,0,0.000819672,-30.8636
A,0,G,C,2,19,0,0.000819672,-30.8636
A,0,G,C,2,20,1,0.000819684,-30.8635
A,0,G,C,2,21,0,0.000819672,-30.8636
A,0,G,C,2,22,0,0.000819672,-30.8636
A,0,G,C,2,23,1,0.000819684,-30.8635
A,0,G,C,2,24,0,0.000819672,-30.8636
A,0,G,C,2,25,1,0.000819684,-30.8635
A,0,G,C,2,26,0,0.000819672,-30.8636
A,0,G,C,2,27,0,0.000819672,-30.8636
A,0,G,C,2,28,0,0.000819672,-30.8636
A,0,G,C,2,29,0,0.000819672,-30.8636
A,0,G,C,2,30,0,0.000819672,-30.8636
A,0,G,C,2,31,0,0.000819672,-30.8636
A,0,G,C,2,32,1,0.000819684,-30.8635
A,0,G,C,2,33,0,0.000819672,-30.8636
A,0,G,C,2,34,0,0.000819672,-30.8636
A,0,G,C,2,35,0,0.000819672,-30.8636
A,0,G,C,2,36,0,0.000819672,-30.8636
A,0,G,C,2,37,0,0.000819672,-30.8636
A,0,G,C,2,38,0,0.000819672,-30.8636
A,0,G,C,2,39,0,0.000819672,-30.8636
A,0,G,C,2,40,0,0.000819672,-30.8636
A,0,G,C,2,41,0,0.000819672,-30.8636
A,0,G,C,2,42,0,0.000819672,-30.8636
A,0,G,C,2,43,0,0.000819672,-30.8636
A,0,G,C,2,44,0,0.000819672,-30.8636
A,0,G,C,2,45,0,0.000819672,-30.8636
A,0,G,C,2,46,0,0.000819672,-30.8636
A,0,G,C,2,47,0,0.000819672,-30.8636
A,0,G,C,2,48,0,0.000819672,-30.8636
A,0,G,C,2,49,0,0.000819672,-30.8636
A,0,G,C,2,50,0,0.000819672,-30.8636
A,0,G,C,2,51,0,0.000819672,-30.8636
A,0,G,C,2,52,0,0.000819672,-30.8636
A,0,G,C,2,53,0,0.000819672,-30.8636
A,0,G,C,2,54,0,0.000819672,-30.8636
A,0,G,C,2,55,0,0.000819672,-30.8636
A,0,G,C,2,56,0,0.000819672,-30.8636
A,0,G,C,2,57,0,0.000819672,-30.8636
A,0,G,C,2,58,0,0.000819672,-30.8636
A,0,G,C,2,59,0,0.000819672,-30.8636
A,0,G,C,2,60,2,0.000819696,-30.8635
A,0,G,G,2,0,0,0.000819672,-30.8636
A,0,G,G,2,1,283792,0.00298793,-25.2463
A,0,G,G,2,2,123885533,0.947343,-0.2349
A,0,G,G,2,3,152546,0.00198517,-27.0220
A,0,G,G,2,4,15523,0.000938272,-30.2767
A,0,G,G,2,5,2427,0.000838215,-30.7664
A,0,G,G,2,6,448,0.000823095,-30.8455
A,0,G,G,2,7,151,0.000820826,-30.8575
A,0,G,G,2,8,34,0.000819932,-30.8622
A,0,G,G,2,9,18,0.00081981,-30.8629
A,0,G,G,2,10,11,0.000819756,-30.8632
A,0,G,G,2,11,12,0.000819764,-30.8631
A,0,G,G,2,12,6,0.000819718,-30.8634
A,0,G,G,2,13,4,0.000819703,-30.8634
A,0,G,G,2,14,4,0.000819703,-30.8634
A,0,G,G,2,15,3,0.000819695,-30.8635
A,0,G,G,2,16,2,0.000819687,-30.8635
A,0,G,G,2,17,0,0.000819672,-30.8636
A,0,G,G,2,18,1,0.00081968,-30.8636
A,0,G,G,2,19,1,0.00081968,-30.8636
A,0,G,G,2,20,0,0.000819672,-30.8636
A,0,G,G,2,21,0,0.000819672,-30.8636
A,0,G,G,2,22,1,0.00081968,-30.8636
A,0,G,G,2,23,1,0.00081968,-30.8636
A,0,G,G,2,24,0,0.000819672,-30.8636
A,0,G,G,2,25,0,0.000819672,-30.8636
A,0,G,G,2,26,0,0.000819672,-30.8636
A,0,G,G,2,27,0,0.000819672,-30.8636
A,0,G,G,2,28,1,0.00081968,-30.8636
A,0,G,G,2,29,0,0.000819672,-30.8636
A,0,G,G,2,30,0,0.000819672,-30.8636
A,0,G,G,2,31,1,0.00081968,-30.8636
A,0,G,G,2,32,1,0.00081968,-30.8636
A,0,G,G,2,33,0,0.000819672,-30.8636
A,0,G,G,2,34,0,0.000819672,-30.8636
A,0,G,G,2,35,0,0.000819672,-30.8636
A,0,G,G,2,36,0,0.000819672,-30.8636
A,0,G,G,2,37,0,0.000819672,-30.8636
A,0,G,G,2,38,0,0.000819672,-30.8636
A,0,G,G,2,39,1,0.00081968,-30.8636
A,0,G,G,2,40,0,0.000819672,-30.8636
A,0,G,G,2,41,0,0.000819672,-30.8636
A,0,G,G,2,42,0,0.000819672,-30.8636
A,0,G,G,2,43,0,0.000819672,-30.8636
A,0,G,G,2,44,2,0.000819687,-30.8635
A,0,G,G,2,45,0,0.000819672,-30.8636
A,0,G,G,2,46,0,0.000819672,-30.8636
A,0,G,G,2,47,0,0.000819672,-30.8636
A,0,G,G,2,48,0,0.000819672,-30.8636
A,0,G,G,2,49,0,0.000819672,-30.8636
A,0,G,G,2,50,0,0.000819672,-30.8636
A,0,G,G,2,51,0,0.000819672,-30.8636
A,0,G,G,2,52,0,0.000819672,-30.8636
A,0,G,G,2,53,0,0.000819672,-30.8636
A,0,G,G,2,54,0,0.000819672,-30.8636
A,0,G,G,2,55,0,0.000819672,-30.8636
A,0,G,G,2,56,0,0.000819672,-30.8636
A,0,G,G,2,57,0,0.000819672,-30.8636
A,0,G,G,2,58,1,0.00081968,-30.8636
A,0,G,G,2,59,0,0.000819672,-30.8636
A,0,G,G,2,60,6,0.000819718,-30.8634
A,0,G,T,2,0,0,0.000819672,-30.8636
A,0,G,T,2,1,426269,0.00333838,-24.7646
A,0,G,T,2,2,160213915,0.947482,-0.2343
A,0,G,T,2,3,118136,0.00151771,-28.1881
A,0,G,T,2,4,17079,0.000920587,-30.3594
A,0,G,T,2,5,2589,0.00083497,-30.7833
A,0,G,T,2,6,374,0.000821882,-30.8519
A,0,G,T,2,7,277,0.000821309,-30.8549
A,0,G,T,2,8,113,0.00082034,-30.8601
A,0,G,T,2,9,35,0.000819879,-30.8625
A,0,G,T,2,10,15,0.000819761,-30.8631
A,0,G,T,2,11,6,0.000819708,-30.8634
A,0,G,T,2,12,2,0.000819684,-30.8635
A,0,G,T,2,13,6,0.000819708,-30.8634
A,0,G,T,2,14,2,0.000819684,-30.8635
A,0,G,T,2,15,3,0.00081969,-30.8635
A,0,G,T,2,16,5,0.000819702,-30.8634
A,0,G,T,2,17,1,0.000819678,-30.8636
A,0,G,T,2,18,3,0.00081969,-30.8635
A,0,G,T,2,19,0,0.000819672,-30.8636
A,0,G,T,2,20,1,0.000819678,-30.8636
A,0,G,T,2,21,0,0.000819672,-30.8636
A,0,G,T,2,22,2,0.000819684,-30.8635
A,0,G,T,2,23,0,0.000819672,-30.8636
A,0,G,T,2,24,0,0.000819672,-30.8636
A,0,G,T,2,25,0,0.000819672,-30.8636
A,0,G,T,2,26,0,0.000819672,-30.8636
A,0,G,T,2,27,1,0.000819678,-30.8636
A,0,G,T,2,28,0,0.000819672,-30.8636
A,0,G,T,2,29,0,0.000819672,-30.8636
A,0,G,T,2,30,0,0.000819672,-30.8636
A,0,G,T,2,31,1,0.000819678,-30.8636
A,0,G,T,2,32,0,0.000819672,-30.8636
A,0,G,T,2,33,0,0.000819672,-30.8636
A,0,G,T,2,34,0,0.000819672,-30.8636
A,0,G,T,2,35,1,0.000819678,-30.8636
A,0,G,T,2,36,0,0.000819672,-30.8636
A,0,G,T,2,37,0,0.000819672,-30.8636
A,0,G,T,2,38,0,0.000819672,-30.8636
A,0,G,T,2,39,0,0.000819672,-30.8636
A,0,G,T,2,40,0,0.000819672,-30.8636
A,0,G,T,2,41,0,0.000819672,-30.8636
A,0,G,T,2,42,0,0.000819672,-30.8636
A,0,G,T,2,43,0,0.000819672,-30.8636
A,0,G,T,2,44,1,0.000819678,-30.8636
A,0,G,T,2,45,0,0.000819672,-30.8636
A,0,G,T,2,46,0,0.000819672,-30.8636
A,0,G,T,2,47,1,0.000819678,-30.8636
A,0,G,T,2,48,0,0.000819672,-30.8636
A,0,G,T,2,49,0,0.000819672,-30.8636
A,0,G,T,2,50,0,0.000819672,-30.8636
A,0,G,T,2,51,0,0.000819672,-30.8636
A,0,G,T,2,52,0,0.000819672,-30.8636
A,0,G,T,2,53,0,0.000819672,-30.8636
A,0,G,T,2,54,0,0.000819672,-30.8636
A,0,G,T,2,55,0,0.000819672,-30.8636
A,0,G,T,2,56,0,0.000819672,-30.8636
A,0,G,T,2,57,0,0.000819672,-30.8636
A,0,G,T,2,58,0,0.000819672,-30.8636
A,0,G,T,2,59,0,0.000819672,-30.8636
A,0,G,T,2,60,5,0.000819702,-30.8634
A,0,T,C,2,0,0,0.000819672,-30.8636
A,0,T,C,2,1,10359,0.000957653,-30.1879
A,0,T,C,2,2,71297070,0.9503,-0.2214
A,0,T,C,2,3,27775,0.00118956,-29.2461
A,0,T,C,2,4,591,0.000827543,-30.8221
A,0,T,C,2,5,246,0.000822948,-30.8463
A,0,T,C,2,6,33,0.000820112,-30.8613
A,0,T,C,2,7,9,0.000819792,-30.8630
A,0,T,C,2,8,0,0.000819672,-30.8636
A,0,T,C,2,9,3,0.000819712,-30.8634
A,0,T,C,2,10,0,0.000819672,-30.8636
A,0,T,C,2,11,0,0.000819672,-30.8636
A,0,T,C,2,12,0,0.000819672,-30.8636
A,0,T,C,2,13,0,0.000819672,-30.8636
A,0,T,C,2,14,0,0.000819672,-30.8636
A,0,T,C,2,15,0,0.000819672,-30.8636
A,0,T,C,2,16,0,0.000819672,-30.8636
A,0,T,C,2,17,0,0.000819672,-30.8636
A,0,T,C,2,18,0,0.000819672,-30.8636
A,0,T,C,2,19,0,0.000819672,-30.8636
A,0,T,C,2,20,0,0.000819672,-30.8636
A,0,T,C,2,21,0,0.000819672,-30.8636
A,0,T,C,2,22,0,0.000819672,-30.8636
A,0,T,C,2,23,0,0.000819672,-30.8636
A,0,T,C,2,24,0,0.000819672,-30.8636
A,0,T,C,2,25,0,0.000819672,-30.8636
A,0,T,C,2,26,0,0.000819672,-30.8636
A,0,T,C,2,27,0,0.000819672,-30.8636
A,0,T,C,2,28,0,0.000819672,-30.8636
A,0,T,C,2,29,0,0.000819672,-30.8636
A,0,T,C,2,30,0,0.000819672,-30.8636
A,0,T,C,2,31,0,0.000819672,-30.8636
A,0,T,C,2,32,0,0.000819672,-30.8636
A,0,T,C,2,33,0,0.000819672,-30.8636
A,0,T,C,2,34,0,0.000819672,-30.8636
A,0,T,C,2,35,0,0.000819672,-30.8636
A,0,T,C,2,36,0,0.000819672,-30.8636
A,0,T,C,2,37,0,0.000819672,-30.8636
A,0,T,C,2,38,0,0.000819672,-30.8636
A,0,T,C,2,39,0,0.000819672,-30.8636
A,0,T,C,2,40,0,0.000819672,-30.8636
A,0,T,C,2,41,0,0.000819672,-30.8636
A,0,T,C,2,42,0,0.000819672,-30.8636
A,0,T,C,2,43,0,0.000819672,-30.8636
A,0,T,C,2,44,0,0.000819672,-30.8636
A,0,T,C,2,45,0,0.000819672,-30.8636
A,0,T,C,2,46,0,0.000819672,-30.8636
A,0,T,C,2,47,0,0.000819672,-30.8636
A,0,T,C,2,48,0,0.000819672,-30.8636
A,0,T,C,2,49,0,0.000819672,-30.8636
A,0,T,C,2,50,0,0.000819672,-30.8636
A,0,T,C,2,51,0,0.000819672,-30.8636
A,0,T,C,2,52,0,0.000819672,-30.8636
A,0,T,C,2,53,0,0.000819672,-30.8636
A,0,T,C,2,54,0,0.000819672,-30.8636
A,0,T,C,2,55,0,0.000819672,-30.8636
A,0,T,C,2,56,0,0.000819672,-30.8636
A,0,T,C,2,57,0,0.000819672,-30.8636
A,0,T,C,2,58,0,0.000819672,-30.8636
A,0,T,C,2,59,0,0.000819672,-30.8636
A,0,T,C,2,60,0,0.000819672,-30.8636
A,0,T,G,2,0,0,0.000819672,-30.8636
A,0,T,G,2,1,515472,0.00644017,-21.9110
A,0,T,G,2,2,86566028,0.944708,-0.2470
A,0,T,G,2,3,44172,0.00130131,-28.8562
A,0,T,G,2,4,659,0.000826858,-30.8257
A,0,T,G,2,5,165,0.000821471,-30.8541
A,0,T,G,2,6,48,0.000820196,-30.8608
A,0,T,G,2,7,14,0.000819825,-30.8628
A,0,T,G,2,8,1,0.000819683,-30.8635
A,0,T,G,2,9,1,0.000819683,-30.8635
A,0,T,G,2,10,3,0.000819705,-30.8634
A,0,T,G,2,11,1,0.000819683,-30.8635
A,0,T,G,2,12,0,0.000819672,-30.8636
A,0,T,G,2,13,1,0.000819683,-30.8635
A,0,T,G,2,14,0,0.000819672,-30.8636
A,0,T,G,2,15,1,0.000819683,-30.8635
A,0,T,G,2,16,0,0.000819672,-30.8636
A,0,T,G,2,17,0,0.000819672,-30.8636
A,0,T,G,2,18,0,0.000819672,-30.8636
A,0,T,G,2,19,0,0.000819672,-30.8636
A,0,T,G,2,20,0,0.000819672,-30.8636
A,0,T,G,2,21,0,0.000819672,-30.8636
A,0,T,G,2,22,0,0.000819672,-30.8636
A,0,T,G,2,23,1,0.000819683,-30.8635
A,0,T,G,2,24,0,0.000819672,-30.8636
A,0,T,G,2,25,0,0.000819672,-30.8636
A,0,T,G,2,26,0,0.000819672,-30.8636
A,0,T,G,2,27,0,0.000819672,-30.8636
A,0,T,G,2,28,1,0.000819683,-30.8635
A,0,T,G,2,29,0,0.000819672,-30.8636
A,0,T,G,2,30,0,0.000819672,-30.8636
A,0,T,G,2,31,0,0.000819672,-30.8636
A,0,T,G,2,32,0,0.000819672,-30.8636
A,0,T,G,2,33,0,0.000819672,-30.8636
A,0,T,G,2,34,0,0.000819672,-30.8636
A,0,T,G,2,35,0,0.000819672,-30.8636
A,0,T,G,2,36,0,0.000819672,-30.8636
A,0,T,G,2,37,0,0.000819672,-30.8636
A,0,T,G,2,38,0,0.000819672,-30.8636
A,0,T,G,2,39,0,0.000819672,-30.8636
A,0,T,G,2,40,0,0.000819672,-30.8636
A,0,T,G,2,41,0,0.000819672,-30.8636
A,0,T,G,2,42,0,0.000819672,-30.8636
A,0,T,G,2,43,0,0.000819672,-30.8636
A,0,T,G,2,44,0,0.000819672,-30.8636
A,0,T,G,2,45,0,0.000819672,-30.8636
A,0,T,G,2,46,0,0.000819672,-30.8636
